EmpID,BusinessTravel,Department,HourlyRate,JobLevel,JobRole,JobSatisfaction,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
2102955,Travel_Frequently,Research & Development,62,2,Healthcare Representative,2,12992,3,Yes,14,17,3,8,7,6,7,No
2102956,Non-Travel,Research & Development,55,5,Research Director,3,20284,1,No,22,21,3,21,16,5,10,No
2102957,Travel_Rarely,Sales,42,2,Sales Executive,4,4981,8,Yes,12,19,3,1,0,0,0,No
2102958,Non-Travel,Sales,79,2,Sales Executive,1,21813,8,No,18,7,3,2,2,2,2,Yes
2102959,Travel_Rarely,Sales,57,5,Manager,4,25846,1,No,15,33,3,32,14,6,9,Yes
2102960,Travel_Rarely,Sales,53,4,Sales Executive,4,11737,3,Yes,18,23,3,12,11,11,11,No
2102961,Non-Travel,Sales,95,2,Sales Executive,3,24920,0,No,12,19,3,18,7,0,13,No
2102962,Travel_Rarely,Research & Development,43,1,Laboratory Technician,1,8269,1,No,16,18,3,17,13,15,14,Yes
2102963,Travel_Frequently,Research & Development,82,3,Manufacturing Director,1,5083,1,Yes,13,21,3,21,6,2,8,No
2102964,Non-Travel,Sales,88,1,Sales Representative,4,21437,0,No,19,3,2,2,2,2,2,No
2102965,Travel_Rarely,Sales,90,4,Manager,4,5404,3,No,13,26,4,9,3,1,1,No
2102966,Non-Travel,Research & Development,69,1,Laboratory Technician,3,11135,9,No,12,10,3,8,7,7,7,No
2102967,Travel_Rarely,Sales,75,2,Sales Executive,4,12278,0,No,11,16,2,15,1,0,9,No
2102968,Travel_Rarely,Sales,66,3,Manager,4,11038,3,Yes,14,14,1,6,4,0,4,No
2102969,Travel_Rarely,Human Resources,36,1,Human Resources,2,8318,1,No,16,6,3,6,3,0,4,No
2102970,Travel_Frequently,Sales,38,3,Sales Executive,2,23537,2,No,12,30,3,15,7,6,12,No
2102971,Travel_Rarely,Research & Development,81,2,Laboratory Technician,3,7858,7,No,14,9,2,1,0,0,0,Yes
2102972,Travel_Frequently,Research & Development,57,1,Research Scientist,1,15346,6,Yes,14,6,3,3,2,1,2,Yes
2102973,Travel_Rarely,Sales,87,1,Sales Representative,3,18410,1,Yes,19,1,3,1,1,0,0,No
2102974,Travel_Rarely,Sales,74,1,Sales Representative,2,23384,1,No,22,1,3,1,0,0,0,No
2102975,Travel_Frequently,Research & Development,44,1,Research Scientist,3,2997,3,No,16,8,3,2,2,2,2,No
2102976,Travel_Rarely,Research & Development,62,5,Research Director,3,12853,2,Yes,11,29,2,8,1,7,7,No
2102977,Travel_Rarely,Research & Development,35,2,Healthcare Representative,2,13848,3,No,15,8,2,4,3,0,1,No
2102978,Travel_Rarely,Sales,74,2,Sales Executive,1,22217,1,No,14,8,2,7,7,7,5,No
2102979,Travel_Frequently,Research & Development,66,1,Research Scientist,3,25265,1,No,13,5,3,5,3,1,3,No
2102980,Travel_Rarely,Research & Development,40,5,Research Director,4,21445,9,No,17,23,3,2,2,2,2,No
2102981,Travel_Rarely,Sales,41,3,Sales Executive,3,8392,6,No,11,13,3,9,4,7,0,No
2102982,Travel_Frequently,Research & Development,63,1,Research Scientist,3,12154,2,No,19,18,3,5,4,0,3,No
2102983,Travel_Rarely,Research & Development,51,3,Manufacturing Director,4,15669,0,No,11,15,2,14,8,7,8,No
2102984,Non-Travel,Research & Development,40,4,Manager,1,17323,7,No,15,31,4,9,7,6,2,No
2102985,Travel_Rarely,Sales,79,3,Sales Executive,4,5268,5,No,13,18,3,1,0,0,0,No
2102986,Travel_Frequently,Sales,54,1,Sales Representative,4,17205,1,Yes,14,2,3,2,2,0,2,Yes
2102987,Travel_Rarely,Research & Development,36,1,Laboratory Technician,1,17258,1,No,13,1,2,1,0,1,0,Yes
2102988,Travel_Rarely,Research & Development,74,2,Research Scientist,1,21029,8,Yes,23,19,3,16,13,1,7,No
2102989,Travel_Rarely,Research & Development,34,1,Research Scientist,3,10332,9,Yes,12,18,4,10,0,2,7,Yes
2102990,Non-Travel,Research & Development,72,3,Healthcare Representative,1,12355,1,No,12,10,2,10,7,1,9,Yes
2102991,Travel_Rarely,Research & Development,59,1,Laboratory Technician,1,11141,1,No,16,6,3,5,3,1,3,No
2102992,Travel_Rarely,Research & Development,85,2,Manufacturing Director,1,9096,0,No,15,7,2,6,2,0,2,No
2102993,Travel_Rarely,Research & Development,43,1,Research Scientist,3,18863,1,No,13,10,3,10,6,0,8,No
2102994,Travel_Rarely,Research & Development,65,3,Healthcare Representative,3,24608,0,No,18,20,2,19,9,1,9,No
2102995,Travel_Rarely,Research & Development,61,3,Healthcare Representative,4,26542,4,No,20,14,3,11,10,11,1,No
2102996,Non-Travel,Research & Development,87,1,Laboratory Technician,3,5869,1,No,19,3,3,3,2,1,2,No
2102997,Travel_Frequently,Research & Development,65,3,Manufacturing Director,2,15813,3,No,18,23,3,3,2,1,2,No
2102998,Travel_Rarely,Research & Development,59,2,Research Scientist,3,7909,3,No,13,10,4,8,7,1,7,No
2102999,Travel_Rarely,Human Resources,91,3,Human Resources,1,2326,9,No,14,24,3,20,6,3,6,Yes
2103000,Travel_Rarely,Research & Development,34,3,Healthcare Representative,4,21214,4,No,15,9,3,3,2,1,2,No
2103001,Travel_Rarely,Sales,86,3,Sales Executive,1,10333,0,Yes,22,9,3,8,7,4,7,Yes
2103002,Travel_Frequently,Research & Development,54,2,Research Scientist,3,3129,1,No,22,14,3,13,7,3,8,Yes
2103003,Travel_Rarely,Research & Development,50,1,Laboratory Technician,3,22482,1,No,16,4,2,4,2,2,2,No
2103004,Travel_Frequently,Research & Development,45,2,Healthcare Representative,4,22266,0,No,17,7,2,6,2,0,4,No
2103005,Travel_Rarely,Sales,88,2,Sales Executive,4,24223,2,Yes,14,8,3,1,0,0,0,No
2103006,Travel_Rarely,Research & Development,32,1,Laboratory Technician,4,4605,1,Yes,15,7,4,7,7,5,6,Yes
2103007,Travel_Rarely,Research & Development,37,1,Laboratory Technician,3,19373,1,No,20,1,2,1,1,0,0,Yes
2103008,Travel_Rarely,Research & Development,55,1,Research Scientist,2,2993,4,Yes,20,5,3,2,2,2,2,Yes
2103009,Travel_Rarely,Research & Development,35,4,Manager,1,14399,0,No,17,23,3,22,6,13,7,No
2103010,Travel_Frequently,Research & Development,45,1,Laboratory Technician,2,7160,1,No,15,1,3,1,0,0,0,Yes
2103011,Travel_Frequently,Sales,81,2,Sales Executive,3,17251,3,Yes,14,5,3,0,0,0,0,Yes
2103012,Travel_Frequently,Sales,30,2,Sales Executive,2,13401,0,No,17,4,3,3,2,0,2,No
2103013,Non-Travel,Research & Development,40,1,Research Scientist,4,22478,3,No,17,6,3,0,0,0,0,No
2103014,Non-Travel,Research & Development,35,4,Manager,4,16154,2,No,22,27,2,5,4,2,1,No
2103015,Non-Travel,Sales,65,2,Sales Executive,3,17970,1,No,13,15,3,15,10,4,12,No
2103016,Travel_Rarely,Research & Development,87,3,Healthcare Representative,2,15322,7,No,19,18,3,8,6,4,0,No
2103017,Travel_Rarely,Sales,73,3,Sales Executive,3,5569,0,Yes,14,9,3,8,7,2,7,No
2103018,Travel_Rarely,Research & Development,93,1,Research Scientist,4,26968,4,No,22,11,3,7,5,1,7,No
2103019,Travel_Rarely,Research & Development,93,3,Manufacturing Director,2,8039,0,No,17,10,2,9,7,1,7,No
2103020,Travel_Rarely,Sales,52,4,Manager,3,15596,3,No,12,23,3,12,9,4,9,No
2103021,Travel_Rarely,Sales,32,3,Sales Executive,2,20619,7,No,16,10,3,1,0,0,0,No
2103022,Travel_Frequently,Research & Development,83,3,Manufacturing Director,1,11535,8,No,11,18,3,8,7,0,1,No
2103023,Travel_Frequently,Research & Development,84,4,Healthcare Representative,4,13547,7,No,11,21,3,18,7,11,5,Yes
2103024,Travel_Rarely,Research & Development,44,5,Research Director,3,17544,1,No,14,21,4,20,7,4,9,No
2103025,Travel_Rarely,Research & Development,70,1,Research Scientist,2,25326,1,Yes,11,2,4,2,2,2,2,No
2103026,Non-Travel,Research & Development,70,2,Laboratory Technician,2,8770,9,No,15,9,2,5,4,0,3,No
2103027,Non-Travel,Research & Development,78,2,Manufacturing Director,4,23238,2,No,20,18,3,11,9,0,9,No
2103028,Travel_Frequently,Sales,67,1,Sales Representative,4,21981,0,No,12,3,3,2,2,2,2,No
2103029,Travel_Rarely,Research & Development,67,1,Research Scientist,2,19911,0,No,17,6,1,5,3,0,4,No
2103030,Travel_Frequently,Sales,54,2,Sales Executive,4,18500,1,No,11,5,3,5,2,0,2,No
2103031,Travel_Rarely,Sales,56,4,Sales Executive,2,11879,6,No,17,22,3,9,8,2,3,No
2103032,Travel_Frequently,Research & Development,95,2,Manufacturing Director,3,15834,2,No,11,5,2,3,2,0,2,No
2103033,Travel_Frequently,Research & Development,61,1,Research Scientist,2,17940,0,No,14,8,2,7,5,1,1,No
2103034,Travel_Rarely,Research & Development,56,2,Laboratory Technician,4,9558,4,No,19,16,3,1,0,0,0,No
2103035,Travel_Rarely,Research & Development,79,2,Manufacturing Director,4,17689,1,Yes,15,10,2,10,7,1,2,No
2103036,Travel_Rarely,Human Resources,37,1,Human Resources,3,6004,1,No,13,7,4,7,6,5,0,No
2103037,Travel_Frequently,Research & Development,39,1,Research Scientist,3,22088,1,Yes,14,3,3,3,1,0,2,No
2103038,Non-Travel,Research & Development,80,1,Laboratory Technician,3,13556,1,No,12,0,3,0,0,0,0,Yes
2103039,Travel_Rarely,Sales,77,2,Sales Executive,1,18385,0,Yes,17,6,3,5,2,0,3,Yes
2103040,Travel_Rarely,Research & Development,46,1,Laboratory Technician,4,9051,3,Yes,11,6,3,1,0,0,0,No
2103041,Travel_Frequently,Research & Development,72,1,Laboratory Technician,3,6233,1,No,12,2,2,2,2,2,2,Yes
2103042,Travel_Rarely,Research & Development,52,2,Healthcare Representative,4,17171,7,No,13,9,3,6,2,1,3,No
2103043,Travel_Rarely,Research & Development,55,1,Research Scientist,3,7950,1,No,13,4,3,4,2,2,2,No
2103044,Travel_Rarely,Sales,70,2,Sales Executive,3,5829,1,No,20,6,2,6,5,1,3,No
2103045,Travel_Rarely,Human Resources,100,1,Human Resources,3,7108,1,No,17,6,1,5,4,1,4,No
2103046,Travel_Rarely,Sales,45,3,Sales Executive,1,11162,1,No,13,11,1,11,8,3,10,Yes
2103047,Travel_Frequently,Research & Development,88,3,Research Director,3,13782,9,No,17,20,2,18,7,2,13,No
2103048,Travel_Frequently,Sales,44,4,Sales Executive,1,2447,0,Yes,12,22,2,21,9,13,14,Yes
2103049,Travel_Rarely,Sales,45,2,Sales Executive,1,2253,7,No,13,9,4,6,4,1,5,No
2103050,Travel_Rarely,Research & Development,58,1,Laboratory Technician,3,16340,6,No,12,10,3,8,0,1,7,No
2103051,Travel_Rarely,Research & Development,49,1,Laboratory Technician,2,6409,8,No,22,6,3,4,3,1,2,No
2103052,Travel_Rarely,Research & Development,79,1,Laboratory Technician,4,22955,1,Yes,11,1,2,1,1,0,0,Yes
2103053,Travel_Rarely,Research & Development,82,1,Laboratory Technician,4,13421,1,No,22,8,3,8,7,0,7,No
2103054,Travel_Rarely,Sales,72,2,Sales Executive,3,2706,1,No,18,10,3,10,3,1,4,No
2103055,Travel_Frequently,Research & Development,92,2,Research Scientist,4,21203,3,Yes,13,16,1,1,1,0,0,No
2103056,Travel_Rarely,Research & Development,44,3,Manufacturing Director,2,19588,2,No,18,15,4,7,7,6,4,No
2103057,Travel_Frequently,Research & Development,97,2,Healthcare Representative,1,25755,0,No,20,14,3,13,9,4,9,No
2103058,Travel_Frequently,Research & Development,47,1,Laboratory Technician,4,26537,1,No,13,2,4,2,2,2,2,No
2103059,Travel_Rarely,Sales,85,2,Sales Executive,3,9489,8,No,13,7,2,4,3,1,3,Yes
2103060,Non-Travel,Sales,76,1,Sales Representative,1,14947,1,No,12,1,3,1,0,0,0,No
2103061,Travel_Rarely,Research & Development,92,5,Manager,1,18575,4,No,13,28,3,5,2,4,2,No
2103062,Travel_Rarely,Research & Development,54,1,Laboratory Technician,4,26342,1,No,13,10,3,10,8,0,8,No
2103063,Travel_Rarely,Research & Development,54,1,Research Scientist,1,7172,1,No,25,1,3,1,1,0,0,No
2103064,Travel_Rarely,Research & Development,83,1,Research Scientist,3,20100,4,Yes,19,7,2,3,2,0,2,No
2103065,Travel_Rarely,Research & Development,56,2,Manufacturing Director,4,9961,1,No,13,14,2,14,8,3,11,No
2103066,Travel_Rarely,Research & Development,87,1,Laboratory Technician,3,12828,1,No,12,2,2,2,2,1,2,No
2103067,Travel_Rarely,Research & Development,96,1,Research Scientist,3,10826,1,Yes,11,6,3,6,4,0,2,Yes
2103068,Travel_Rarely,Research & Development,50,5,Manager,3,18640,3,No,18,26,3,7,7,4,7,No
2103069,Travel_Rarely,Research & Development,69,1,Research Scientist,4,26933,0,Yes,18,6,2,5,4,1,3,No
2103070,Travel_Frequently,Research & Development,48,1,Research Scientist,4,4223,0,Yes,11,1,3,0,0,0,0,Yes
2103071,Travel_Rarely,Sales,69,4,Manager,1,24097,8,No,23,28,3,26,15,15,9,No
2103072,Non-Travel,Research & Development,74,1,Research Scientist,3,4279,2,No,13,6,3,0,0,0,0,No
2103073,Travel_Rarely,Human Resources,99,1,Human Resources,3,8429,1,No,13,5,3,5,4,1,4,No
2103074,Non-Travel,Research & Development,95,1,Research Scientist,1,20293,6,No,17,5,1,1,0,0,0,Yes
2103075,Travel_Rarely,Sales,61,2,Sales Executive,1,13192,8,No,19,8,3,4,3,0,3,No
2103076,Travel_Frequently,Sales,62,2,Sales Executive,2,25440,5,No,12,5,3,0,0,0,0,No
2103077,Travel_Frequently,Research & Development,30,4,Manager,1,9490,2,No,22,32,3,2,2,2,2,No
2103078,Travel_Rarely,Research & Development,78,1,Laboratory Technician,1,12449,1,No,12,6,3,6,5,3,3,No
2103079,Travel_Rarely,Research & Development,52,5,Research Director,2,10849,5,No,11,25,3,4,2,0,3,No
2103080,Travel_Rarely,Sales,94,2,Sales Executive,1,21026,3,Yes,15,15,3,7,7,1,7,No
2103081,Travel_Rarely,Research & Development,97,1,Laboratory Technician,2,3372,1,No,13,1,1,1,0,0,0,Yes
2103082,Travel_Frequently,Sales,82,2,Sales Executive,3,4905,1,No,12,10,2,10,7,0,1,No
2103083,Travel_Rarely,Research & Development,60,1,Laboratory Technician,3,6865,1,No,14,7,3,7,7,1,7,No
2103084,Travel_Rarely,Research & Development,49,2,Laboratory Technician,3,11309,1,No,13,10,2,10,7,8,9,No
2103085,Travel_Rarely,Research & Development,32,2,Research Scientist,4,7744,1,No,25,20,3,20,11,13,17,No
2103086,Travel_Rarely,Sales,43,1,Sales Representative,4,5050,1,No,17,2,3,2,1,2,2,No
2103087,Travel_Rarely,Research & Development,60,2,Manufacturing Director,4,17433,2,No,11,12,2,6,3,1,4,No
2103088,Non-Travel,Human Resources,79,2,Human Resources,1,12858,7,No,16,10,4,4,3,0,3,No
2103089,Travel_Rarely,Sales,52,2,Sales Executive,4,10893,0,Yes,18,12,3,11,7,1,9,No
2103090,Travel_Frequently,Research & Development,77,1,Laboratory Technician,2,7331,1,No,20,2,3,2,2,2,2,No
2103091,Travel_Frequently,Research & Development,38,2,Research Scientist,3,2338,4,Yes,14,10,3,8,7,0,7,No
2103092,Travel_Rarely,Research & Development,77,3,Manufacturing Director,1,4235,2,Yes,21,17,3,7,7,7,7,No
2103093,Travel_Rarely,Research & Development,60,1,Research Scientist,4,6311,0,No,13,15,3,14,10,4,10,No
2103094,Travel_Rarely,Sales,84,2,Sales Executive,2,11591,7,No,12,7,4,5,1,1,3,No
2103095,Travel_Rarely,Sales,57,2,Sales Executive,4,20623,0,No,14,5,3,4,3,1,1,No
2103096,Travel_Rarely,Research & Development,63,1,Research Scientist,2,9369,0,Yes,21,12,3,11,9,5,7,No
2103097,Travel_Frequently,Research & Development,60,3,Research Director,1,23281,3,Yes,17,20,3,1,0,0,0,No
2103098,Non-Travel,Sales,78,3,Sales Executive,4,13755,4,Yes,11,16,2,13,2,4,12,No
2103099,Travel_Rarely,Research & Development,42,1,Research Scientist,1,14377,1,Yes,14,9,2,9,7,6,8,No
2103100,Travel_Frequently,Research & Development,53,3,Manufacturing Director,3,9659,7,No,17,33,1,5,4,1,4,No
2103101,Travel_Rarely,Research & Development,72,1,Research Scientist,4,19982,1,No,13,10,3,10,5,7,7,No
2103102,Non-Travel,Research & Development,96,1,Research Scientist,2,6148,1,Yes,25,1,4,1,1,0,0,Yes
2103103,Travel_Rarely,Research & Development,97,1,Research Scientist,4,5598,1,No,15,3,3,3,2,1,2,No
2103104,Travel_Rarely,Research & Development,85,4,Research Director,4,23474,3,No,14,36,3,10,9,0,9,No
2103105,Travel_Rarely,Research & Development,80,2,Healthcare Representative,1,17089,1,Yes,12,6,2,6,5,0,1,No
2103106,Travel_Rarely,Research & Development,96,2,Healthcare Representative,1,17198,1,No,19,10,3,10,9,1,8,No
2103107,Travel_Rarely,Sales,48,2,Sales Executive,4,16490,5,No,17,13,3,6,1,0,5,No
2103108,Travel_Rarely,Research & Development,96,5,Research Director,4,18625,3,No,14,25,3,8,7,0,7,No
2103109,Travel_Rarely,Research & Development,85,5,Manager,3,12124,2,No,13,23,4,1,0,0,0,No
2103110,Travel_Frequently,Research & Development,46,1,Research Scientist,2,9256,1,No,12,12,2,11,10,0,7,No
2103111,Travel_Rarely,Research & Development,76,1,Laboratory Technician,2,16620,5,No,11,7,2,1,0,0,0,No
2103112,Travel_Rarely,Research & Development,76,1,Research Scientist,3,3208,1,No,11,5,3,5,3,0,3,No
2103113,Travel_Rarely,Research & Development,82,2,Healthcare Representative,4,4204,1,Yes,11,6,3,6,0,1,0,No
2103114,Travel_Rarely,Research & Development,76,5,Research Director,4,8733,6,No,12,25,4,1,0,0,0,No
2103115,Travel_Rarely,Research & Development,87,4,Research Director,4,3423,3,No,14,9,2,7,7,1,7,No
2103116,Travel_Rarely,Research & Development,89,1,Research Scientist,3,21643,0,No,17,2,2,1,0,0,0,No
2103117,Travel_Rarely,Sales,88,5,Manager,2,8751,7,No,11,26,3,22,9,3,10,No
2103118,Travel_Rarely,Sales,82,3,Sales Executive,3,21708,0,Yes,14,10,3,9,8,0,8,No
2103119,Travel_Rarely,Research & Development,57,1,Research Scientist,4,21221,1,Yes,12,1,3,1,0,0,1,No
2103120,Travel_Rarely,Research & Development,47,1,Research Scientist,3,16901,1,No,22,1,3,1,0,0,1,No
2103121,Travel_Frequently,Sales,73,1,Sales Representative,4,8040,1,Yes,14,1,3,1,0,1,0,Yes
2103122,Travel_Rarely,Research & Development,53,1,Research Scientist,4,9973,1,Yes,20,8,2,8,5,2,2,No
2103123,Travel_Rarely,Sales,94,5,Manager,2,2493,2,Yes,16,26,3,24,10,1,11,Yes
2103124,Non-Travel,Research & Development,37,4,Healthcare Representative,2,25592,1,Yes,15,34,3,33,9,15,0,No
2103125,Travel_Frequently,Research & Development,45,1,Laboratory Technician,3,25308,1,No,20,2,1,2,2,2,2,Yes
2103126,Travel_Rarely,Sales,33,5,Manager,2,9946,2,No,14,26,3,11,4,0,8,No
2103127,Travel_Rarely,Sales,86,2,Sales Executive,1,6039,0,Yes,12,4,3,3,2,0,2,No
2103128,Travel_Frequently,Sales,83,5,Manager,2,19196,4,Yes,24,31,2,29,10,11,10,No
2103129,Travel_Rarely,Research & Development,67,3,Manufacturing Director,4,20002,6,No,12,25,2,9,7,5,4,No
2103130,Travel_Frequently,Research & Development,46,2,Laboratory Technician,2,22534,4,No,13,15,4,11,8,5,10,No
2103131,Travel_Frequently,Research & Development,44,1,Laboratory Technician,3,6842,0,Yes,11,5,2,4,2,0,2,No
2103132,Travel_Rarely,Research & Development,92,5,Manager,1,17477,1,No,14,26,2,25,9,14,13,No
2103133,Travel_Frequently,Human Resources,56,2,Human Resources,2,21833,4,No,11,14,4,10,9,1,8,No
2103134,Travel_Rarely,Research & Development,66,1,Research Scientist,3,6020,0,Yes,14,4,3,3,2,2,2,No
2103135,Travel_Rarely,Research & Development,78,2,Research Scientist,2,5628,6,Yes,16,18,3,1,0,0,0,No
2103136,Travel_Rarely,Sales,56,3,Sales Executive,4,20364,3,No,14,23,4,21,7,15,17,No
2103137,Travel_Rarely,Research & Development,53,2,Manufacturing Director,2,2323,9,Yes,11,18,3,16,14,5,12,No
2103138,Travel_Rarely,Research & Development,73,3,Healthcare Representative,4,14075,1,No,11,10,3,10,7,0,5,Yes
2103139,Travel_Frequently,Research & Development,52,1,Laboratory Technician,4,14222,1,Yes,12,2,3,2,2,2,2,No
2103140,Travel_Frequently,Research & Development,40,1,Laboratory Technician,3,4257,0,No,14,8,2,7,0,7,7,No
2103141,Non-Travel,Research & Development,72,2,Manufacturing Director,3,12858,7,Yes,18,10,3,8,4,1,7,No
2103142,Travel_Rarely,Research & Development,39,1,Laboratory Technician,3,17285,3,Yes,13,10,3,7,7,7,7,Yes
2103143,Travel_Rarely,Research & Development,84,1,Research Scientist,1,4732,2,No,11,5,2,3,2,1,2,No
2103144,Travel_Rarely,Research & Development,40,1,Research Scientist,2,18830,1,No,18,2,2,2,2,2,1,No
2103145,Travel_Rarely,Sales,56,2,Sales Executive,4,11693,1,No,15,10,4,10,7,0,8,No
2103146,Travel_Frequently,Research & Development,83,5,Manager,2,13035,3,No,22,22,3,0,0,0,0,No
2103147,Travel_Rarely,Research & Development,94,4,Manager,2,17334,6,Yes,13,21,3,19,9,15,2,No
2103148,Travel_Rarely,Research & Development,88,1,Research Scientist,3,26076,1,No,12,2,3,2,2,2,2,No
2103149,Travel_Rarely,Research & Development,79,2,Laboratory Technician,3,22845,1,No,18,10,3,10,4,1,1,Yes
2103150,Travel_Rarely,Research & Development,93,1,Research Scientist,1,22154,0,No,13,6,3,5,2,0,3,Yes
2103151,Travel_Rarely,Research & Development,48,2,Laboratory Technician,4,23631,0,No,12,10,3,9,2,6,7,No
2103152,Travel_Rarely,Research & Development,63,3,Healthcare Representative,3,5747,3,No,12,10,3,7,7,1,7,No
2103153,Travel_Rarely,Human Resources,44,1,Human Resources,1,22957,6,No,12,10,4,7,6,5,7,No
2103154,Non-Travel,Research & Development,55,2,Laboratory Technician,4,16392,0,No,11,10,3,9,8,7,5,No
2103155,Travel_Rarely,Research & Development,43,4,Research Director,1,22422,4,Yes,11,25,3,3,2,1,2,No
2103156,Travel_Rarely,Sales,57,3,Sales Executive,2,17235,2,Yes,12,9,3,5,4,1,0,Yes
2103157,Travel_Rarely,Sales,64,3,Sales Executive,2,21534,9,Yes,19,10,2,8,7,7,7,Yes
2103158,Travel_Rarely,Research & Development,95,3,Manager,1,25927,1,Yes,23,9,3,9,1,0,8,No
2103159,Travel_Rarely,Research & Development,32,2,Manufacturing Director,3,13352,0,No,11,9,3,8,7,1,7,No
2103160,Non-Travel,Sales,57,3,Sales Executive,3,8935,1,Yes,19,10,2,10,8,9,6,No
2103161,Non-Travel,Sales,40,2,Sales Executive,2,22074,1,No,13,19,3,19,2,11,9,No
2103162,Travel_Frequently,Sales,54,1,Sales Representative,2,8319,1,Yes,11,3,4,3,2,2,2,Yes
2103163,Travel_Rarely,Research & Development,89,1,Laboratory Technician,1,14669,4,No,12,10,4,3,2,1,2,Yes
2103164,Non-Travel,Research & Development,37,4,Manager,3,26582,0,Yes,13,21,2,20,8,2,10,No
2103165,Travel_Rarely,Research & Development,58,5,Manager,3,6992,4,No,14,23,3,19,9,9,11,No
2103166,Travel_Rarely,Human Resources,99,5,Manager,2,4022,6,No,14,36,3,7,3,7,7,No
2103167,Non-Travel,Research & Development,74,1,Research Scientist,3,8532,9,No,16,6,3,4,2,0,0,No
2103168,Travel_Rarely,Research & Development,86,3,Healthcare Representative,4,5494,0,No,11,10,2,9,7,1,6,No
2103169,Travel_Rarely,Research & Development,98,2,Research Scientist,4,22455,1,No,13,9,3,9,8,8,8,No
2103170,Travel_Frequently,Sales,66,2,Sales Executive,1,4297,0,No,17,10,3,9,3,1,7,No
2103171,Travel_Frequently,Research & Development,87,2,Research Scientist,3,2690,1,Yes,11,9,3,9,6,1,1,No
2103172,Travel_Rarely,Human Resources,84,4,Manager,2,17588,1,Yes,11,33,3,33,9,0,10,No
2103173,Travel_Rarely,Sales,31,2,Sales Executive,1,19461,3,No,15,11,3,7,7,1,7,No
2103174,Travel_Rarely,Sales,66,2,Sales Executive,1,23553,1,No,12,10,4,10,8,9,6,No
2103175,Travel_Rarely,Research & Development,67,1,Laboratory Technician,4,9075,3,No,11,7,2,3,2,1,2,No
2103176,Travel_Rarely,Research & Development,53,3,Manufacturing Director,1,12023,7,Yes,14,31,2,10,9,5,9,Yes
2103177,Travel_Rarely,Research & Development,88,1,Laboratory Technician,2,6762,3,No,22,7,3,4,2,0,3,No
2103178,Travel_Frequently,Sales,83,2,Sales Executive,1,2261,2,No,16,17,2,15,7,6,13,No
2103179,Travel_Rarely,Research & Development,54,3,Manufacturing Director,4,18706,1,No,11,11,3,10,9,0,8,No
2103180,Travel_Rarely,Sales,98,1,Sales Representative,4,6527,8,No,14,5,3,1,0,0,0,No
2103181,Travel_Rarely,Research & Development,82,4,Manufacturing Director,2,24439,3,No,16,29,2,5,2,0,3,No
2103182,Non-Travel,Research & Development,97,1,Laboratory Technician,4,19305,1,No,15,0,4,0,0,0,0,No
2103183,Travel_Rarely,Research & Development,60,2,Laboratory Technician,4,10846,0,No,12,10,3,9,7,0,0,No
2103184,Travel_Frequently,Sales,43,2,Sales Executive,4,20392,3,No,20,8,3,6,2,0,0,No
2103185,Travel_Rarely,Sales,85,4,Sales Executive,3,9277,6,Yes,17,24,2,19,7,3,8,Yes
2103186,Travel_Rarely,Research & Development,68,4,Manufacturing Director,2,18235,4,Yes,12,33,3,19,16,15,9,No
2103187,Non-Travel,Research & Development,92,1,Research Scientist,3,15891,1,No,20,5,3,5,4,0,0,No
2103188,Travel_Rarely,Research & Development,89,2,Healthcare Representative,3,13888,5,No,20,15,3,12,11,11,8,No
2103189,Travel_Rarely,Research & Development,86,2,Laboratory Technician,3,17491,4,No,13,10,3,8,7,7,7,No
2103190,Travel_Frequently,Sales,90,1,Sales Representative,4,11882,7,No,14,3,4,1,0,0,0,Yes
2103191,Travel_Frequently,Sales,67,2,Sales Executive,3,23288,0,Yes,18,5,2,4,2,3,2,Yes
2103192,Travel_Frequently,Research & Development,57,1,Research Scientist,3,15748,1,No,11,4,3,4,2,0,3,No
2103193,Travel_Rarely,Research & Development,98,2,Healthcare Representative,4,6163,1,No,11,14,4,14,11,4,11,No
2103194,Travel_Rarely,Sales,48,2,Sales Executive,1,24232,1,No,11,5,3,5,3,0,4,No
2103195,Travel_Rarely,Research & Development,98,2,Manufacturing Director,3,21057,1,Yes,15,10,2,10,2,6,7,Yes
2103196,Travel_Rarely,Sales,44,2,Sales Executive,4,3567,3,Yes,12,8,4,5,4,1,4,No
2103197,Travel_Frequently,Sales,52,3,Sales Executive,2,15395,2,No,11,14,3,4,2,3,2,No
2103198,Travel_Frequently,Research & Development,75,2,Research Scientist,4,13953,3,Yes,14,12,2,6,2,3,3,No
2103199,Travel_Rarely,Research & Development,54,1,Research Scientist,3,5182,7,Yes,15,8,3,6,4,1,3,No
2103200,Travel_Frequently,Sales,61,2,Sales Executive,4,19293,6,No,13,8,4,5,4,1,2,No
2103201,Travel_Rarely,Sales,36,2,Sales Executive,2,20497,0,Yes,13,4,2,3,2,1,2,No
2103202,Non-Travel,Research & Development,71,3,Healthcare Representative,3,3449,3,No,21,13,3,6,4,0,5,No
2103203,Travel_Rarely,Sales,93,2,Sales Executive,3,12477,2,No,11,6,2,3,2,1,2,No
2103204,Travel_Frequently,Research & Development,59,4,Manufacturing Director,3,9731,2,Yes,11,24,2,5,3,0,2,No
